Artista;PapelArtista;TituloObra;FechaDeTexto;Medio;Año;AñoAdquisicion;Dimensiones;Ancho;Alto;ArtistaCatálogo;Museo
Bacon, Francis;artist;Second Version of Triptych 1944;1988;Oil paint and acrylic paint on 3 canvases;1988;1991;support, each: 1980 x 1475 mm frame (each): 2178 x 1668 x 100 mm;;;Francis Bacon;TATE
Bacon, Francis;artist;Figure in a Framework;c.1957–61;Graphite and oil paint on paper;1957;1998;support: 340 x 270 mm;340.0;270.0;Francis Bacon;TATE
Bacon, Francis;artist;Pink Crawling Figure;c.1957–61;Oil paint and ink on paper;1957;1998;support: 340 x 270 mm;340.0;270.0;Francis Bacon;TATE
Bacon, Francis;artist;Study for Portrait II (after the Life Mask of William Blake);1955;Oil paint on canvas;1955;1979;support: 610 x 508 mm frame: 733 x 631 x 70 mm;610.0;508.0;Francis Bacon;TATE
Bacon, Francis;artist;Reclining Figure, No. 2;c.1961;Oil paint and ink on paper;1961;1998;support: 222 x 150 mm;222.0;150.0;Francis Bacon;TATE
Bacon, Francis;artist;Fallen Figure;c.1957–61;Oil paint on paper;1957;1998;support: 340 x 270 mm;340.0;270.0;Francis Bacon;TATE
Bacon, Francis;artist;Study for a Portrait;1952;Oil paint and sand on canvas;1952;2008;support: 661 x 561 x 18 mm frame: 880 x 740 x 73 mm;661.0;561.0;Francis Bacon;TATE
Bacon, Francis;artist;Collapsed Figure;c.1957–61;Oil paint on paper;1957;1998;support: 340 x 270 mm;340.0;270.0;Francis Bacon;TATE
Picasso, Pablo;artist;Nude Woman in a Red Armchair;1932;Oil paint on canvas;1932;1953;support: 1299 x 972 mm frame: 1414 x 1081 x 83 mm;1299.0;972.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Bust of a Woman;1909;Oil paint on canvas;1909;1949;support: 727 x 600 mm frame: 911 x 799 x 81 mm;727.0;600.0;Pablo Picasso;TATE
Picasso, Pablo;artist;The Three Dancers;1925;Oil paint on canvas;1925;1965;support: 2153 x 1422 mm frame: 2232 x 1507 x 107 mm;2153.0;1422.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Etching: 10 April 1971 (L.112);1971;Etching on paper;1971;1993;unconfirmed: 370 x 500 mm;370.0;500.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Weeping Woman;1937;Oil paint on canvas;1937;1987;support: 608 x 500 mm frame: 847 x 739 x 86 mm;608.0;500.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Etching 20 August 1968 I (L.289);1968;Etching on paper;1968;1991;image: 279 x 388 mm;279.0;388.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Head of a Young Boy;1945;Lithograph on paper;1945;1994;image: 307 x 227 mm;307.0;227.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Black Jug and Skull;1946;Lithograph on paper;1946;1994;image: 322 x 440 mm;322.0;440.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Portrait of a Woman after Cranach the Younger;1958;Linocut on paper;1958;1994;image: 645 x 533 mm;645.0;533.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Weeping Woman;1937;Graphite and crayon on paper;1937;1995;frame: 668 x 540 x 52 mm support: 292 x 232 mm;668.0;540.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Goat’s Skull, Bottle and Candle;1952;Oil paint on canvas;1952;1957;support: 894 x 1162 x 20 mm frame: 1081 x 1346 x 95 mm;894.0;1162.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Etching: 1, 5 March 1972 (L.155);1972;Etching, drypoint and aquatint on paper;1972;1993;unconfirmed: 370 x 500 mm;370.0;500.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Girl in a Chemise;c.1905;Oil paint on canvas;1905;1933;support: 727 x 600 mm frame: 924 x 802 x 123 mm;727.0;600.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Seated Nude;1909–10;Oil paint on canvas;1909;1949;support: 921 x 730 mm frame: 1199 x 1005 x 108 mm;921.0;730.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Bullfight Scene;1960;Ink on paper;1960;1994;support: 480 x 623 mm frame: 928 x 792 x 32 mm;480.0;623.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Woman in an Armchair No.1 (The Polish Cloak);1949;Lithograph on paper;1949;1994;image: 688 x 511 mm;688.0;511.0;Pablo Picasso;TATE
Picasso, Pablo;artist;The Studio;1955;Oil paint on canvas;1955;1994;support: 809 x 649 mm frame: 1090 x 927 x 72 mm;809.0;649.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Seated Woman in a Chemise;1923;Oil paint on canvas;1923;1933;support: 921 x 730 mm frame: 1198 x 1008 x 90 mm;921.0;730.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Cock;1932, cast 1952;Bronze;1932;1953;object: 655 x 582 x 395 mm;655.0;582.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Etching: 11, 28 February 1970 3, 16, 30 March 1970 (L.13);1970;Etching on paper;1970;1993;unconfirmed: 510 x 640 mm;510.0;640.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Woman at the Window;1952;Aquatint and drypoint on paper;1952;1994;image: 902 x 635 mm;902.0;635.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Composition;1948;Lithograph on paper;1948;1975;image: 495 x 762 mm;495.0;762.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Horse with a Youth in Blue;1905–6;Watercolour and gouache on paper;1905;1933;support: 498 x 321 mm;498.0;321.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Dove;1949;Lithograph on paper;1949;1994;support: 567 x 760 mm;567.0;760.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Etching: 19 February 1970 (L.16);1970;Etching on paper;1970;1993;unconfirmed: 510 x 640 mm;510.0;640.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Flowers;1901;Oil paint on canvas;1901;1933;support: 651 x 489 mm frame: 916 x 758 x 103 mm;651.0;489.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Faun Revealing a Sleeping Woman (Jupiter and Antiope, after Rembrandt);1936;Etching and aquatint on paper;1936;1994;image: 316 x 417 mm;316.0;417.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Etching: 22, 26 May 1971, 2 June 1971 (L.133);1971;Aquatint and drypoint on paper;1971;1993;unconfirmed: 370 x 500 mm;370.0;500.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Head of a Woman;1924;Oil paint on canvas;1924;1995;unconfirmed: 345 x 265 mm frame: 610 x 510 x 95 mm;345.0;265.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Neo-Classical Painter in his Studio;1963;Etching on paper;1963;1994;image: 424 x 575 mm;424.0;575.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Dance of the Banderillas;1954;Lithograph on paper;1954;1994;502 x 652 mm;;;Pablo Picasso;TATE
Picasso, Pablo;artist;Etching 24 March 1968 II (L.6);1968;Etching on paper;1968;1992;image: 422 x 345 mm;422.0;345.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Bottle of Vieux Marc, Glass, Guitar and Newspaper;1913;Printed papers and ink on paper;1913;1961;support: 467 x 625 mm;467.0;625.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Etching: 3 February 1970 IV (5, 6 March 1970) (L.10);1970;Etching and aquatint on paper;1970;1993;unconfirmed: 500 x 420 mm;500.0;420.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Etching: 19, 21, 23, 24, 26, 30, 31 May 1971, 2 June 1971 (L.130);1971;Aquatint and drypoint on paper;1971;1993;unconfirmed: 370 x 500 mm;370.0;500.0;Pablo Picasso;TATE
Picasso, Pablo;artist;Still Life;1914;Painted wood and upholstery fringe;1914;1969;object: 254 x 457 x 92 mm;254.0;457.0;Pablo Picasso;TATE
